date,dewpoint_c,event_name,precip_1hr_mm,precip_6hr_mm,precip_mm,pressure_hpa,sky_cover_oktas,source,station_id,temp_c,timestamp,tmax_c,tmin_c,wind_avg_mps,wind_dir_deg,wind_gust_mps,wind_speed_mps
,18.9,Halloween 2013,0.0,,,1014.9,2,,USW00013958,26.7,2013-10-28T22:00:00,,,,,,3.1
,19.4,Halloween 2013,0.0,,,1014.8,0,,USW00013958,26.7,2013-10-28T23:00:00,,,,120,,3.6
,19.4,Halloween 2013,0.0,,,1014.9,0,,USW00013958,25.6,2013-10-29T00:00:00,,,,130,,3.1
,18.9,Halloween 2013,0.0,,,1015.9,0,,USW00013958,25.0,2013-10-29T01:00:00,,,,150,,4.1
,18.3,Halloween 2013,0.0,,,1016.5,0,,USW00013958,23.9,2013-10-29T02:00:00,,,,150,,3.6
,18.3,Halloween 2013,0.0,,,1017.1,0,,USW00013958,23.3,2013-10-29T03:00:00,,,,150,,5.7
,18.3,Halloween 2013,0.0,,,1017.6,0,,USW00013958,22.2,2013-10-29T04:00:00,,,,160,,2.6
,18.9,Halloween 2013,0.0,,,1017.6,4,,USW00013958,22.2,2013-10-29T05:00:00,,,,160,,3.1
,18.9,Halloween 2013,0.0,,,1017.5,,,USW00013958,21.7,2013-10-29T06:00:00,,,,160,,2.6
,18.9,Halloween 2013,0.0,,,1017.3,,,USW00013958,21.7,2013-10-29T07:00:00,,,,,,2.6
,18.9,Halloween 2013,0.0,,,1017.0,,,USW00013958,21.7,2013-10-29T08:00:00,,,,160,,2.6
,19.4,Halloween 2013,0.0,,,1016.8,,,USW00013958,21.7,2013-10-29T09:00:00,,,,,,2.1
,19.4,Halloween 2013,0.0,,,1016.5,,,USW00013958,21.7,2013-10-29T10:00:00,,,,,,3.1
,19.4,Halloween 2013,0.0,,,1016.3,,,USW00013958,21.7,2013-10-29T11:00:00,,,,,,2.1
,19.4,Halloween 2013,0.0,,,1016.6,,,USW00013958,22.2,2013-10-29T12:00:00,,,,,,2.1
,19.4,Halloween 2013,0.0,,,1017.1,,,USW00013958,22.2,2013-10-29T13:00:00,,,,,,2.1
,20.0,Halloween 2013,0.0,,,1017.6,,,USW00013958,22.2,2013-10-29T14:00:00,,,,170,,3.6
,20.0,Halloween 2013,0.0,,,1017.9,,,USW00013958,22.8,2013-10-29T15:00:00,,,,,,3.1
,20.6,Halloween 2013,0.0,,,1018.0,,,USW00013958,24.4,2013-10-29T16:00:00,,,,180,,4.1
,21.1,Halloween 2013,0.0,,,1017.4,,,USW00013958,26.1,2013-10-29T17:00:00,,,,170,,4.6
,20.0,Halloween 2013,0.0,,,,,,USW00013958,27.2,2013-10-29T18:00:00,,,,170,,4.1
,20.0,Halloween 2013,0.0,,,1015.7,4,,USW00013958,27.8,2013-10-29T19:00:00,,,,180,,4.1
,20.0,Halloween 2013,0.0,,,1014.9,4,,USW00013958,28.3,2013-10-29T20:00:00,,,,160,,4.1
,19.4,Halloween 2013,0.0,,,1014.6,4,,USW00013958,27.8,2013-10-29T21:00:00,,,,140,,4.1
,19.4,Halloween 2013,0.0,,,1014.6,2,,USW00013958,27.8,2013-10-29T22:00:00,,,,160,,2.6
,18.9,Halloween 2013,0.0,,,1014.5,2,,USW00013958,27.2,2013-10-29T23:00:00,,,,140,,4.6
,18.9,Halloween 2013,0.0,,,1014.8,4,,USW00013958,26.1,2013-10-30T00:00:00,,,,140,,3.1
,19.4,Halloween 2013,0.0,,,1015.3,0,,USW00013958,25.6,2013-10-30T01:00:00,,,,140,,4.6
,19.4,Halloween 2013,0.0,,,1015.8,0,,USW00013958,24.4,2013-10-30T02:00:00,,,,140,,5.7
,19.4,Halloween 2013,0.0,,,1016.3,0,,USW00013958,23.9,2013-10-30T03:00:00,,,,150,,4.1
,19.4,Halloween 2013,0.0,,,,,,USW00013958,23.3,2013-10-30T04:00:00,,,,160,,2.6
,20.0,Halloween 2013,0.0,,,1016.8,,,USW00013958,23.3,2013-10-30T05:00:00,,,,150,,3.6
,20.0,Halloween 2013,0.0,,,1016.4,,,USW00013958,23.3,2013-10-30T06:00:00,,,,,,1.5
,20.6,Halloween 2013,0.0,,,,,,USW00013958,23.3,2013-10-30T07:00:00,,,,150,,3.1
,21.1,Halloween 2013,0.0,,,1015.1,,,USW00013958,23.3,2013-10-30T08:00:00,,,,150,,3.6
,21.1,Halloween 2013,0.0,,,1014.6,,,USW00013958,23.9,2013-10-30T09:00:00,,,,150,,3.1
,21.7,Halloween 2013,2.8,,,1014.1,,,USW00013958,22.8,2013-10-30T10:00:00,,,,150,,3.1
,21.7,Halloween 2013,0.0,,,1013.7,,,USW00013958,23.3,2013-10-30T11:00:00,,,,170,,2.1
,22.2,Halloween 2013,1.0,3.6,,1013.6,,,USW00013958,23.3,2013-10-30T12:00:00,,,,,,3.1
,22.2,Halloween 2013,0.3,,,1013.5,,,USW00013958,23.3,2013-10-30T13:00:00,,,,180,,2.6
,22.8,Halloween 2013,0.5,,,1014.2,,,USW00013958,23.9,2013-10-30T14:00:00,,,,,,2.6
,22.8,Halloween 2013,0.3,,,1014.2,,,USW00013958,24.4,2013-10-30T15:00:00,,,,,,2.1
,23.3,Halloween 2013,0.0,,,1014.4,,,USW00013958,25.0,2013-10-30T16:00:00,,,,190,,3.1
,22.8,Halloween 2013,0.0,,,,,,USW00013958,25.6,2013-10-30T17:00:00,,,,180,,3.6
,21.7,Halloween 2013,-0.1,1.3,,1013.1,,,USW00013958,26.7,2013-10-30T18:00:00,,,,180,,2.6
,22.8,Halloween 2013,0.0,,,,,,USW00013958,26.7,2013-10-30T19:00:00,,,,,,2.6
,22.2,Halloween 2013,0.0,,,1010.9,,,USW00013958,27.2,2013-10-30T20:00:00,,,,220,,1.5
,22.2,Halloween 2013,-0.1,,,1009.9,4,,USW00013958,27.8,2013-10-30T21:00:00,,,,,,1.5
,22.2,Halloween 2013,0.0,,,1009.2,4,,USW00013958,27.8,2013-10-30T22:00:00,,,,190,,2.6
,22.2,Halloween 2013,0.0,,,1009.1,,,USW00013958,27.2,2013-10-30T23:00:00,,,,190,,3.1
,22.2,Halloween 2013,-0.1,-0.1,,1009.2,,,USW00013958,26.7,2013-10-31T00:00:00,,,,,,1.5
,22.2,Halloween 2013,9.4,,,1009.6,,,USW00013958,23.9,2013-10-31T01:00:00,,,,0,,0.0
,22.8,Halloween 2013,0.2,,,,,,USW00013958,23.9,2013-10-31T02:00:00,,,,130,,1.5
,22.8,Halloween 2013,3.3,,,1009.3,,,USW00013958,23.9,2013-10-31T03:00:00,,,,220,,1.5
,22.8,Halloween 2013,1.8,,,1009.6,,,USW00013958,23.9,2013-10-31T04:00:00,,,,0,,0.0
,22.2,Halloween 2013,4.1,,,1008.7,,,USW00013958,23.3,2013-10-31T05:00:00,,,,240,,2.6
,21.7,Halloween 2013,48.8,69.6,,1008.3,,,USW00013958,22.8,2013-10-31T06:00:00,,,,280,,5.7
,21.7,Halloween 2013,10.2,,,1008.2,,,USW00013958,22.8,2013-10-31T07:00:00,,,,300,,2.1
,20.6,Halloween 2013,1.0,,,,,,USW00013958,21.7,2013-10-31T08:00:00,,,,210,,2.1
,19.4,Halloween 2013,10.2,,,1009.1,,,USW00013958,20.0,2013-10-31T09:00:00,,,,210,,2.6
,19.4,Halloween 2013,8.1,,,1007.5,,,USW00013958,20.6,2013-10-31T10:00:00,,,,140,,2.1
,19.4,Halloween 2013,0.3,,,1007.5,,,USW00013958,20.6,2013-10-31T11:00:00,,,,150,,3.6
,18.9,Halloween 2013,-0.1,43.9,,1008.4,,,USW00013958,20.0,2013-10-31T12:00:00,,,,160,,2.1
,18.9,Halloween 2013,0.3,,,1009.2,,,USW00013958,20.0,2013-10-31T13:00:00,,,,120,,1.5
,19.4,Halloween 2013,-0.1,,,1010.3,,,USW00013958,20.6,2013-10-31T14:00:00,,,,0,,0.0
,20.6,Halloween 2013,0.0,,,1010.7,,,USW00013958,21.7,2013-10-31T15:00:00,,,,,,1.5
,20.0,Halloween 2013,0.0,,,1010.6,0,,USW00013958,23.9,2013-10-31T16:00:00,,,,,,2.1
,17.2,Halloween 2013,0.0,,,1010.5,0,,USW00013958,25.6,2013-10-31T17:00:00,,,,300,,5.1
,7.2,Halloween 2013,0.0,0.3,,1010.3,0,,USW00013958,25.6,2013-10-31T18:00:00,,,,320,,5.1
,5.6,Halloween 2013,0.0,,,1009.7,0,,USW00013958,27.2,2013-10-31T19:00:00,,,,310,,5.1
,2.8,Halloween 2013,0.0,,,1009.6,0,,USW00013958,27.2,2013-10-31T20:00:00,,,,310,,5.7
,3.3,Halloween 2013,0.0,,,1009.1,0,,USW00013958,27.2,2013-10-31T21:00:00,,,,290,,3.1
,1.7,Halloween 2013,0.0,,,1009.2,0,,USW00013958,26.7,2013-10-31T22:00:00,,,,300,,3.6
,3.3,Halloween 2013,0.0,,,1009.7,0,,USW00013958,25.0,2013-10-31T23:00:00,,,,,,1.5
,8.3,Halloween 2013,0.0,,,1010.6,0,,USW00013958,21.1,2013-11-01T00:00:00,,,,0,,0.0
,7.8,Halloween 2013,0.0,,,1011.3,0,,USW00013958,18.3,2013-11-01T01:00:00,,,,0,,0.0
,7.8,Halloween 2013,0.0,,,1012.1,0,,USW00013958,16.1,2013-11-01T02:00:00,,,,0,,0.0
,9.4,Halloween 2013,0.0,,,1012.3,0,,USW00013958,14.4,2013-11-01T03:00:00,,,,0,,0.0
,8.3,Halloween 2013,0.0,,,1012.1,0,,USW00013958,13.9,2013-11-01T04:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1012.2,0,,USW00013958,13.3,2013-11-01T05:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1012.0,0,,USW00013958,12.8,2013-11-01T06:00:00,,,,0,,0.0
,9.4,Halloween 2013,0.0,,,1011.7,0,,USW00013958,11.7,2013-11-01T07:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1011.7,0,,USW00013958,11.7,2013-11-01T08:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1011.4,0,,USW00013958,11.1,2013-11-01T09:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1011.3,0,,USW00013958,11.1,2013-11-01T10:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1011.4,0,,USW00013958,10.6,2013-11-01T11:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1012.1,0,,USW00013958,10.6,2013-11-01T12:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1012.3,0,,USW00013958,10.6,2013-11-01T13:00:00,,,,0,,0.0
,10.0,Halloween 2013,0.0,,,1012.9,0,,USW00013958,13.9,2013-11-01T14:00:00,,,,0,,0.0
,11.1,Halloween 2013,0.0,,,1013.6,0,,USW00013958,17.2,2013-11-01T15:00:00,,,,0,,0.0
,10.0,Halloween 2013,0.0,,,1013.3,0,,USW00013958,21.7,2013-11-01T16:00:00,,,,,,2.6
,11.1,Halloween 2013,0.0,,,1012.9,0,,USW00013958,23.3,2013-11-01T17:00:00,,,,190,,3.6
,14.4,Halloween 2013,0.0,,,1012.0,0,,USW00013958,25.6,2013-11-01T18:00:00,,,,,,2.6
,10.6,Halloween 2013,0.0,,,1011.0,0,,USW00013958,27.2,2013-11-01T19:00:00,,,,,,3.1
,10.6,Halloween 2013,0.0,,,1009.8,0,,USW00013958,27.8,2013-11-01T20:00:00,,,,230,,2.6
,3.9,Halloween 2013,0.0,,,1009.6,0,,USW00013958,28.9,2013-11-01T21:00:00,,,,280,,4.1
,0.6,Halloween 2013,0.0,,,1009.7,0,,USW00013958,28.3,2013-11-01T22:00:00,,,,280,,4.1
,1.7,Halloween 2013,0.0,,,1010.7,0,,USW00013958,26.7,2013-11-01T23:00:00,,,,300,,3.6
,1.7,Halloween 2013,0.0,,,1012.0,0,,USW00013958,24.4,2013-11-02T00:00:00,,,,320,,3.6
,2.2,Halloween 2013,0.0,,,1013.6,0,,USW00013958,22.8,2013-11-02T01:00:00,,,,,,2.6
,2.8,Halloween 2013,0.0,,,1015.3,0,,USW00013958,21.7,2013-11-02T02:00:00,,,,350,,4.6
,3.9,Halloween 2013,0.0,,,1016.6,0,,USW00013958,20.0,2013-11-02T03:00:00,,,,,,3.1
,4.4,Halloween 2013,0.0,,,1017.7,0,,USW00013958,18.9,2013-11-02T04:00:00,,,,330,,2.1
,5.6,Halloween 2013,0.0,,,1018.5,0,,USW00013958,17.8,2013-11-02T05:00:00,,,,310,,2.1
,6.1,Halloween 2013,0.0,,,1018.6,0,,USW00013958,18.3,2013-11-02T06:00:00,,,,320,,3.1
,6.1,Halloween 2013,0.0,,,1019.3,0,,USW00013958,17.2,2013-11-02T07:00:00,,,,350,,2.6
,6.1,Halloween 2013,0.0,,,1019.7,0,,USW00013958,16.7,2013-11-02T08:00:00,,,,360,,3.1
,5.0,Halloween 2013,0.0,,,1020.5,0,,USW00013958,16.1,2013-11-02T09:00:00,,,,360,,4.1
,4.4,Halloween 2013,0.0,,,1021.2,0,,USW00013958,15.6,2013-11-02T10:00:00,,,,10,,3.6
,4.4,Halloween 2013,0.0,,,1021.9,0,,USW00013958,14.4,2013-11-02T11:00:00,,,,10,,4.1
,3.9,Halloween 2013,0.0,,,1022.3,0,,USW00013958,14.4,2013-11-02T12:00:00,,,,20,,4.6
,3.3,Halloween 2013,0.0,,,1023.4,0,,USW00013958,13.9,2013-11-02T13:00:00,,,,,,2.1
,5.0,Halloween 2013,0.0,,,1024.7,0,,USW00013958,14.4,2013-11-02T14:00:00,,,,,,1.5
,5.0,Halloween 2013,0.0,,,1025.5,0,,USW00013958,17.2,2013-11-02T15:00:00,,,,330,,2.1
,3.9,Halloween 2013,0.0,,,1025.8,0,,USW00013958,20.0,2013-11-02T16:00:00,,,,350,,3.1
,2.8,Halloween 2013,0.0,,,1025.6,0,,USW00013958,21.7,2013-11-02T17:00:00,,,,340,,3.6
,-0.6,Halloween 2013,0.0,,,1025.0,0,,USW00013958,22.2,2013-11-02T18:00:00,,,,330,,4.6
,0.6,Halloween 2013,0.0,,,1024.1,0,,USW00013958,22.2,2013-11-02T19:00:00,,,,330,,4.6
,-0.6,Halloween 2013,0.0,,,1023.2,0,,USW00013958,23.3,2013-11-02T20:00:00,,,,30,,3.6
,0.0,Halloween 2013,0.0,,,1022.4,0,,USW00013958,23.3,2013-11-02T21:00:00,,,,10,,4.6
,0.0,Halloween 2013,0.0,,,1022.2,0,,USW00013958,22.2,2013-11-02T22:00:00,,,,20,,3.1
,0.6,Halloween 2013,0.0,,,1022.2,0,,USW00013958,20.6,2013-11-02T23:00:00,,,,20,,2.1
2013-10-24,,Halloween 2013,,,0.0,,,ghcn_daily,USW00013958,,,27.8,11.7,1.0,,5.8,
2013-10-25,,Halloween 2013,,,0.0,,,ghcn_daily,USW00013958,,,26.1,12.2,1.7,,8.1,
2013-10-26,,Halloween 2013,,,0.0,,,ghcn_daily,USW00013958,,,27.2,16.7,2.6,,10.7,
2013-10-27,,Halloween 2013,,,2.5,,,ghcn_daily,USW00013958,,,23.9,17.8,0.9,,8.9,
2013-10-28,,Halloween 2013,,,0.0,,,ghcn_daily,USW00013958,,,27.8,18.9,2.6,,11.2,
2013-10-29,,Halloween 2013,,,0.0,,,ghcn_daily,USW00013958,,,28.9,21.7,3.4,,12.1,
2013-10-30,,Halloween 2013,,,82.3,,,ghcn_daily,USW00013958,,,28.9,22.2,2.2,,10.7,
2013-10-31,,Halloween 2013,,,36.3,,,ghcn_daily,USW00013958,,,27.8,12.2,2.1,,12.5,
2013-11-01,,Halloween 2013,,,0.0,,,ghcn_daily,USW00013958,,,28.9,10.6,2.0,,10.7,
2013-11-02,,Halloween 2013,,,0.0,,,ghcn_daily,USW00013958,,,23.9,9.4,2.5,,9.4,
,6.1,Halloween 2013,0.0,,,1018.9,0,,USW00013904,22.8,2013-10-24T00:00:00,,,,170,,1.5
,10.0,Halloween 2013,0.0,,,1019.6,0,,USW00013904,16.7,2013-10-24T01:00:00,,,,200,,1.5
,10.0,Halloween 2013,0.0,,,1019.8,0,,USW00013904,13.3,2013-10-24T02:00:00,,,,200,,1.5
,9.4,Halloween 2013,0.0,,,1019.7,0,,USW00013904,13.3,2013-10-24T03:00:00,,,,240,,1.5
,8.9,Halloween 2013,0.0,,,1019.8,0,,USW00013904,12.2,2013-10-24T04:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1020.1,0,,USW00013904,12.2,2013-10-24T05:00:00,,,,0,,0.0
,7.8,Halloween 2013,0.0,,,1020.0,0,,USW00013904,15.6,2013-10-24T06:00:00,,,,0,,0.0
,8.3,Halloween 2013,0.0,,,1020.1,0,,USW00013904,10.6,2013-10-24T07:00:00,,,,0,,0.0
,7.8,Halloween 2013,0.0,,,1020.3,0,,USW00013904,9.4,2013-10-24T08:00:00,,,,0,,0.0
,7.8,Halloween 2013,0.0,,,1020.2,0,,USW00013904,8.9,2013-10-24T09:00:00,,,,0,,0.0
,7.2,Halloween 2013,0.0,,,1020.2,0,,USW00013904,8.3,2013-10-24T10:00:00,,,,0,,0.0
,7.2,Halloween 2013,0.0,,,1020.7,0,,USW00013904,8.3,2013-10-24T11:00:00,,,,0,,0.0
,7.8,Halloween 2013,0.0,,,1021.0,0,,USW00013904,15.0,2013-10-24T12:00:00,,,,290,,1.5
,6.7,Halloween 2013,0.0,,,1022.2,0,,USW00013904,7.2,2013-10-24T13:00:00,,,,0,,0.0
,10.6,Halloween 2013,0.0,,,1022.8,4,,USW00013904,13.3,2013-10-24T14:00:00,,,,0,,0.0
,11.1,Halloween 2013,0.0,,,1023.4,4,,USW00013904,17.2,2013-10-24T15:00:00,,,,0,,0.0
,10.0,Halloween 2013,0.0,,,1023.4,4,,USW00013904,22.8,2013-10-24T16:00:00,,,,0,,0.0
,8.9,Halloween 2013,0.0,,,1023.4,4,,USW00013904,25.0,2013-10-24T17:00:00,,,,210,,4.1
,7.2,Halloween 2013,0.0,,,1022.9,4,,USW00013904,26.1,2013-10-24T18:00:00,,,,,,2.1
,7.2,Halloween 2013,0.0,,,1021.8,2,,USW00013904,26.1,2013-10-24T19:00:00,,,,170,,2.1
,7.8,Halloween 2013,0.0,,,1021.1,2,,USW00013904,27.2,2013-10-24T20:00:00,,,,150,,2.6
,7.8,Halloween 2013,0.0,,,1020.8,0,,USW00013904,26.7,2013-10-24T21:00:00,,,,180,,2.6
,7.8,Halloween 2013,0.0,,,1020.8,0,,USW00013904,26.7,2013-10-24T22:00:00,,,,140,,1.5
,9.4,Halloween 2013,0.0,,,1020.7,0,,USW00013904,26.1,2013-10-24T23:00:00,,,,160,,2.6
,8.3,Halloween 2013,0.0,,,1021.2,0,,USW00013904,23.3,2013-10-25T00:00:00,,,,0,,0.0
,12.2,Halloween 2013,0.0,,,1022.0,0,,USW00013904,16.7,2013-10-25T01:00:00,,,,0,,0.0
,11.7,Halloween 2013,0.0,,,1022.6,0,,USW00013904,14.4,2013-10-25T02:00:00,,,,0,,0.0
,12.2,Halloween 2013,0.0,,,1023.0,0,,USW00013904,14.4,2013-10-25T03:00:00,,,,0,,0.0
,11.7,Halloween 2013,0.0,,,1023.4,0,,USW00013904,13.3,2013-10-25T04:00:00,,,,0,,0.0
,11.7,Halloween 2013,0.0,,,1023.3,0,,USW00013904,12.8,2013-10-25T05:00:00,,,,0,,0.0
,11.1,Halloween 2013,0.0,,,1023.7,0,,USW00013904,14.4,2013-10-25T06:00:00,,,,0,,0.0
,10.6,Halloween 2013,0.0,,,1023.7,0,,USW00013904,12.2,2013-10-25T07:00:00,,,,0,,0.0
,10.0,Halloween 2013,0.0,,,1023.7,0,,USW00013904,11.7,2013-10-25T08:00:00,,,,0,,0.0
,10.0,Halloween 2013,0.0,,,1023.8,0,,USW00013904,11.1,2013-10-25T09:00:00,,,,0,,0.0
,9.4,Halloween 2013,0.0,,,1024.2,0,,USW00013904,10.0,2013-10-25T10:00:00,,,,0,,0.0
,8.3,Halloween 2013,0.0,,,1024.6,0,,USW00013904,9.4,2013-10-25T11:00:00,,,,0,,0.0
,10.6,Halloween 2013,0.0,,,1025.1,0,,USW00013904,12.8,2013-10-25T12:00:00,,,,0,,0.0
,8.3,Halloween 2013,0.0,,,1025.8,0,,USW00013904,9.4,2013-10-25T13:00:00,,,,0,,0.0
,11.7,Halloween 2013,0.0,,,1026.2,0,,USW00013904,13.9,2013-10-25T14:00:00,,,,0,,0.0
,12.8,Halloween 2013,0.0,,,1026.9,0,,USW00013904,16.7,2013-10-25T15:00:00,,,,40,,2.6
,13.3,Halloween 2013,0.0,,,1026.7,0,,USW00013904,20.0,2013-10-25T16:00:00,,,,50,,3.1
,14.4,Halloween 2013,0.0,,,1026.3,2,,USW00013904,22.2,2013-10-25T17:00:00,,,,90,,3.1
,14.4,Halloween 2013,0.0,,,1026.1,4,,USW00013904,23.9,2013-10-25T18:00:00,,,,0,,0.0
,14.4,Halloween 2013,0.0,,,1024.3,,,USW00013904,25.0,2013-10-25T19:00:00,,,,140,,2.1
,15.0,Halloween 2013,0.0,,,1023.3,,,USW00013904,25.6,2013-10-25T20:00:00,,,,160,,5.1
,15.6,Halloween 2013,0.0,,,1022.8,,,USW00013904,26.1,2013-10-25T21:00:00,,,,120,,4.6
,15.6,Halloween 2013,0.0,,,1022.5,,,USW00013904,26.1,2013-10-25T22:00:00,,,,140,,4.1
,15.6,Halloween 2013,0.0,,,1022.6,,,USW00013904,25.0,2013-10-25T23:00:00,,,,130,,3.6
,15.0,Halloween 2013,0.0,,,1022.8,6,,USW00013904,23.3,2013-10-26T00:00:00,,,,120,,2.6
,15.6,Halloween 2013,0.0,,,1022.9,,,USW00013904,21.1,2013-10-26T01:00:00,,,,100,,2.1
,15.0,Halloween 2013,0.0,,,1023.5,,,USW00013904,20.6,2013-10-26T02:00:00,,,,110,,2.6
,15.0,Halloween 2013,0.0,,,1023.7,,,USW00013904,20.6,2013-10-26T03:00:00,,,,120,,3.1
,15.0,Halloween 2013,0.0,,,1023.6,2,,USW00013904,18.9,2013-10-26T04:00:00,,,,140,,2.1
,15.0,Halloween 2013,0.0,,,1023.3,4,,USW00013904,17.8,2013-10-26T05:00:00,,,,110,,1.5
,15.0,Halloween 2013,0.0,,,1022.9,2,,USW00013904,18.3,2013-10-26T06:00:00,,,,,,2.6
,14.4,Halloween 2013,0.0,,,1022.6,2,,USW00013904,16.1,2013-10-26T07:00:00,,,,150,,1.5
,13.3,Halloween 2013,0.0,,,1022.3,4,,USW00013904,13.9,2013-10-26T08:00:00,,,,0,,0.0
,14.4,Halloween 2013,0.0,,,1021.7,,,USW00013904,16.1,2013-10-26T09:00:00,,,,70,,1.5
,14.4,Halloween 2013,0.0,,,1021.5,,,USW00013904,16.7,2013-10-26T10:00:00,,,,0,,0.0
,14.4,Halloween 2013,0.0,,,1021.7,,,USW00013904,16.1,2013-10-26T11:00:00,,,,70,,1.5
,14.4,Halloween 2013,0.0,,,1022.2,8,,USW00013904,17.2,2013-10-26T12:00:00,,,,120,,1.5
,14.4,Halloween 2013,0.0,,,1022.3,,,USW00013904,16.1,2013-10-26T13:00:00,,,,0,,0.0
,14.4,Halloween 2013,0.0,,,1022.8,,,USW00013904,16.7,2013-10-26T14:00:00,,,,60,,1.5
,15.0,Halloween 2013,0.0,,,1023.4,,,USW00013904,17.8,2013-10-26T15:00:00,,,,90,,2.1
,16.1,Halloween 2013,0.0,,,1023.3,4,,USW00013904,20.0,2013-10-26T16:00:00,,,,130,,1.5
,17.2,Halloween 2013,0.0,,,1022.6,4,,USW00013904,23.9,2013-10-26T17:00:00,,,,160,,4.1
,17.2,Halloween 2013,0.0,,,1022.1,8,,USW00013904,23.9,2013-10-26T18:00:00,,,,170,,4.1
,16.7,Halloween 2013,0.0,,,1020.3,,,USW00013904,26.1,2013-10-26T19:00:00,,,,160,,6.2
,17.2,Halloween 2013,0.0,,,1019.0,4,,USW00013904,27.8,2013-10-26T20:00:00,,,,170,,6.2
,16.1,Halloween 2013,0.0,,,1018.5,,,USW00013904,26.7,2013-10-26T21:00:00,,,,170,,7.7
,16.1,Halloween 2013,0.0,,,1018.0,,,USW00013904,26.1,2013-10-26T22:00:00,,,,170,,6.2
,17.2,Halloween 2013,0.0,,,1017.7,,,USW00013904,25.6,2013-10-26T23:00:00,,,,150,,5.1
,16.7,Halloween 2013,0.0,,,1017.7,6,,USW00013904,24.4,2013-10-27T00:00:00,,,,160,,3.1
,17.2,Halloween 2013,0.0,,,1017.6,4,,USW00013904,22.8,2013-10-27T01:00:00,,,,160,,4.1
,17.8,Halloween 2013,0.0,,,1018.1,2,,USW00013904,22.2,2013-10-27T02:00:00,,,,170,,3.6
,17.8,Halloween 2013,0.0,,,1018.1,2,,USW00013904,21.1,2013-10-27T03:00:00,,,,170,,4.1
,17.8,Halloween 2013,0.0,,,1018.7,4,,USW00013904,20.0,2013-10-27T04:00:00,,,,190,,2.6
,17.8,Halloween 2013,0.0,,,1018.0,4,,USW00013904,19.4,2013-10-27T05:00:00,,,,180,,3.1
,17.8,Halloween 2013,0.0,,,1018.0,8,,USW00013904,20.6,2013-10-27T06:00:00,,,,160,,1.5
,17.2,Halloween 2013,0.0,,,1017.1,,,USW00013904,18.3,2013-10-27T07:00:00,,,,240,,1.5
,17.8,Halloween 2013,0.0,,,1016.9,,,USW00013904,18.9,2013-10-27T08:00:00,,,,0,,0.0
,17.8,Halloween 2013,0.0,,,1016.5,,,USW00013904,18.9,2013-10-27T09:00:00,,,,0,,0.0
,16.7,Halloween 2013,6.1,,,1016.8,,,USW00013904,17.8,2013-10-27T10:00:00,,,,240,,4.1
,17.2,Halloween 2013,2.0,,,1017.5,,,USW00013904,18.3,2013-10-27T11:00:00,,,,0,,0.0
,16.7,Halloween 2013,0.8,3.0,,1017.5,8,,USW00013904,18.3,2013-10-27T12:00:00,,,,60,,1.5
,17.2,Halloween 2013,0.5,,,1017.7,,,USW00013904,17.8,2013-10-27T13:00:00,,,,0,,0.0
,17.2,Halloween 2013,0.0,,,1018.3,,,USW00013904,18.3,2013-10-27T14:00:00,,,,90,,2.1
,17.2,Halloween 2013,0.0,,,1019.1,,,USW00013904,17.8,2013-10-27T15:00:00,,,,90,,1.5
,17.2,Halloween 2013,0.0,,,1019.5,,,USW00013904,18.9,2013-10-27T16:00:00,,,,70,,2.1
,17.8,Halloween 2013,0.0,,,1019.3,,,USW00013904,20.6,2013-10-27T17:00:00,,,,0,,0.0
,17.2,Halloween 2013,0.0,0.8,,1019.1,8,,USW00013904,20.0,2013-10-27T18:00:00,,,,360,,2.1
,17.2,Halloween 2013,0.0,,,1017.9,,,USW00013904,21.1,2013-10-27T19:00:00,,,,330,,2.1
,17.2,Halloween 2013,0.0,,,1016.9,,,USW00013904,21.7,2013-10-27T20:00:00,,,,40,,1.5
,17.2,Halloween 2013,0.0,,,1016.3,,,USW00013904,22.2,2013-10-27T21:00:00,,,,60,,2.6
,17.2,Halloween 2013,0.0,,,1016.0,,,USW00013904,22.8,2013-10-27T22:00:00,,,,80,,2.6
,17.2,Halloween 2013,0.0,,,1015.8,2,,USW00013904,22.2,2013-10-27T23:00:00,,,,,,2.6
,16.7,Halloween 2013,0.0,,,1016.3,6,,USW00013904,21.1,2013-10-28T00:00:00,,,,70,,1.5
,16.7,Halloween 2013,0.0,,,1016.5,4,,USW00013904,18.9,2013-10-28T01:00:00,,,,0,,0.0
,16.1,Halloween 2013,0.0,,,1016.9,4,,USW00013904,16.7,2013-10-28T02:00:00,,,,0,,0.0
,17.2,Halloween 2013,0.0,,,1017.3,,,USW00013904,18.3,2013-10-28T03:00:00,,,,0,,0.0
,17.2,Halloween 2013,0.0,,,1017.2,,,USW00013904,18.9,2013-10-28T04:00:00,,,,0,,0.0
